candidate_1,candidate_2,similarity,party_1,party_2,same_party
Caspar Stefani (C),Helle Sjelle (M),0.5132019966981878,C,M,False
Joachim Høyrup (V),Susanne Nørlund Munk (A),0.5131876712634071,V,A,False
Carina Høedt (C),Tone Høybye (Ø),0.5131780673032301,C,Ø,False
Frederik Tuxen Bjerrum (I),Rosa Agersnap Bone (Ø),0.5130151429933938,I,Ø,False
Bianca Vitting (Ø),Jimmy Streit (C),0.5127940767417211,Ø,C,False
Isabel Havndrup Aackmann (B),Malene Sandfeld (V),0.512674848515563,B,V,False
August Gade (F),Bianca Vitting (Ø),0.5125250703333152,F,Ø,False
Lotte Kofoed (F),Vibeke Westh (A),0.5117505119522063,F,A,False
Else Guldager (Ø),Isabel Havndrup Aackmann (B),0.5101669727763283,Ø,B,False
Palle Bisgaard (Ø),Tim Tue Wodskou (Å),0.5099246082511166,Ø,Å,False
Eva Bechmann (Æ),Rosa Agersnap Bone (Ø),0.509729485772162,Æ,Ø,False
Malte Mathies Løcke (A),Susanne Nørlund Munk (A),0.5096712339591326,A,A,True
Elias Lederhaas (C),Lone Loklindt (B),0.5094805978925268,C,B,False
Kristoffer Appel (A),Malene Sandfeld (V),0.5093058180190841,A,V,False
August Gade (F),Lars Berg Andersen (I),0.50875534990791,F,I,False
Daniel Panduro (Ø),Jacob Rosenberg (C),0.5083907506325195,Ø,C,False
Jimmy Streit (C),Vibeke Westh (A),0.5083370944461918,C,A,False
Jimmy Streit (C),Malene Sandfeld (V),0.508301170389733,C,V,False
Asbjørn Dalgaard (A),Fasael Rehman (C),0.5081514521886789,A,C,False
Eva Bechmann (Æ),Joachim Høyrup (V),0.506989447836085,Æ,V,False
Lone Loklindt (B),Palle Bisgaard (Ø),0.5067588460154968,B,Ø,False
Frederik Tuxen Bjerrum (I),Kristoffer Appel (A),0.5067216328009599,I,A,False
Lars Berg Andersen (I),Preben Boldt (V),0.5066301315123589,I,V,False
August Gade (F),Christina Sylvest-Noer (A),0.5064670678524986,F,A,False
Rasmus Holme (Ø),Rosa Agersnap Bone (Ø),0.5064038374188305,Ø,Ø,True
Jimmy Streit (C),Kurt Pii (M),0.5063951583320457,C,M,False
Bianca Vitting (Ø),Tone Høybye (Ø),0.5063152988639951,Ø,Ø,True
Eva Bechmann (Æ),Freja Fokdal (B),0.5062399794335324,Æ,B,False
Carina Høedt (C),Ebbe Wendt Lorenzen (A),0.5061790235168973,C,A,False
Joachim Høyrup (V),Per Odin Thiim Thim (E),0.5061414566437353,V,E,False
Christina Sylvest-Noer (A),Malou Ananiassen (C),0.5057516806260896,A,C,False
August Gade (F),Casper Pedersen (V),0.5055429143815178,F,V,False
Jimmy Streit (C),Mette Bram (Å),0.5051939588203824,C,Å,False
Britt Dam (A),Christina Sylvest-Noer (A),0.5047623332233316,A,A,True
Susanne Nørlund Munk (A),Tone Høybye (Ø),0.504592657982578,A,Ø,False
Else Guldager (Ø),Jacob Rosenberg (C),0.5045140683686304,Ø,C,False
Bianca Vitting (Ø),Tim Tue Wodskou (Å),0.5044341024292421,Ø,Å,False
Eva Bechmann (Æ),Susanne Nørlund Munk (A),0.5042608437080547,Æ,A,False
Lars Berg Andersen (I),Rami Zouzou (C),0.5036289427343801,I,C,False
Casper Pedersen (V),Lone Loklindt (B),0.503331994229025,V,B,False
Eva Bechmann (Æ),Jacob Rosenberg (C),0.5031369033915957,Æ,C,False
Jacob Rosenberg (C),Rami Zouzou (C),0.5029319501954493,C,C,True
Cecilie Fisker (M),Vibeke Westh (A),0.5026029689076061,M,A,False
Christina Sylvest-Noer (A),Lars Berg Andersen (I),0.5024136432704008,A,I,False
Britt Dam (A),Rosa Agersnap Bone (Ø),0.5020812329675569,A,Ø,False
Lars Berg Andersen (I),Rie Jakobsen (C),0.5020113513543235,I,C,False
Malte Mathies Løcke (A),Tim Tue Wodskou (Å),0.5016042381194511,A,Å,False
Malou Ananiassen (C),Vibeke Westh (A),0.5015706824575155,C,A,False
Caspar Stefani (C),Tim Tue Wodskou (Å),0.5013016367768335,C,Å,False
Malte Mathies Løcke (A),Rosa Agersnap Bone (Ø),0.5009868510495906,A,Ø,False
Helle Sjelle (M),Palle Bisgaard (Ø),0.5004956607385833,M,Ø,False
Caspar Stefani (C),Kurt Pii (M),0.500071382757416,C,M,False
Christina Sylvest-Noer (A),Michella Lescher (F),0.4996985510936926,A,F,False
Asbjørn Dalgaard (A),Susanne Nørlund Munk (A),0.49968420943064507,A,A,True
Joachim Høyrup (V),Rami Zouzou (C),0.4996095646449438,V,C,False
Christina Sylvest-Noer (A),Pil Yildiz (Ø),0.4994680087303423,A,Ø,False
Christina Sylvest-Noer (A),Jimmy Streit (C),0.49928088944174337,A,C,False
Malene Sandfeld (V),Malou Ananiassen (C),0.49889844952554047,V,C,False
Caspar Stefani (C),Rie Jakobsen (C),0.4987941266936203,C,C,True
Lars Berg Andersen (I),Per Odin Thiim Thim (E),0.4985439059235344,I,E,False
Rikke Alice Bille (B),Susanne Nørlund Munk (A),0.4979530019313145,B,A,False
Carina Høedt (C),Fasael Rehman (C),0.497201167187062,C,C,True
Ebbe Wendt Lorenzen (A),Isabel Havndrup Aackmann (B),0.4971548777640774,A,B,False
Britt Dam (A),Fasael Rehman (C),0.4970892815071219,A,C,False
Elias Lederhaas (C),Susanne Nørlund Munk (A),0.49690056031383983,C,A,False
August Gade (F),Elias Lederhaas (C),0.4968285819687066,F,C,False
Caspar Stefani (C),Malene Sandfeld (V),0.4964565861066596,C,V,False
Helle Sjelle (M),Michella Lescher (F),0.4964442165873118,M,F,False
Isabel Havndrup Aackmann (B),Mette Bram (Å),0.4964277416827547,B,Å,False
Daniel Panduro (Ø),Isabel Havndrup Aackmann (B),0.49638098590500485,Ø,B,False
Eva Bechmann (Æ),Palle Bisgaard (Ø),0.4962326311102226,Æ,Ø,False
Daniel Panduro (Ø),Lars Berg Andersen (I),0.4957189381552844,Ø,I,False
Bianca Vitting (Ø),Joachim Høyrup (V),0.4954637313343012,Ø,V,False
Cecilie Fisker (M),Fasael Rehman (C),0.4954195638865189,M,C,False
August Gade (F),Eva Bechmann (Æ),0.4953133711306175,F,Æ,False
Frederik Tuxen Bjerrum (I),Pil Yildiz (Ø),0.4948631571009698,I,Ø,False
Kurt Pii (M),Preben Boldt (V),0.4947279344691414,M,V,False
Malte Mathies Løcke (A),Michella Lescher (F),0.49452280804693266,A,F,False
Joachim Høyrup (V),Lone Loklindt (B),0.49426199831765294,V,B,False
Cecilie Fisker (M),Joachim Høyrup (V),0.49425489646709947,M,V,False
Frederik Tuxen Bjerrum (I),Kurt Pii (M),0.49417942573056056,I,M,False
Kristoffer Appel (A),Michella Lescher (F),0.4940893586502036,A,F,False
Merete Winther Hildebrandt (C),Rami Zouzou (C),0.49407670804094383,C,C,True
Ebbe Wendt Lorenzen (A),Rosa Agersnap Bone (Ø),0.4940385362770867,A,Ø,False
Frederik Tuxen Bjerrum (I),Freja Fokdal (B),0.49383872680877605,I,B,False
Malou Ananiassen (C),Pil Yildiz (Ø),0.4935953066629103,C,Ø,False
Jimmy Streit (C),Malte Mathies Løcke (A),0.4931841690291557,C,A,False
Asbjørn Dalgaard (A),Helle Sjelle (M),0.4931404488873897,A,M,False
Jimmy Streit (C),Michella Lescher (F),0.49308782041223875,C,F,False
Merete Winther Hildebrandt (C),Palle Bisgaard (Ø),0.49302934550755745,C,Ø,False
Malou Ananiassen (C),Tim Tue Wodskou (Å),0.49287171264195817,C,Å,False
Lone Loklindt (B),Merete Winther Hildebrandt (C),0.49274658006062416,B,C,False
Elias Lederhaas (C),Michella Lescher (F),0.4924522768029984,C,F,False
Michella Lescher (F),Per Odin Thiim Thim (E),0.49214913015822,F,E,False
Fasael Rehman (C),Mette Bram (Å),0.49198079396050554,C,Å,False
Elias Lederhaas (C),Freja Fokdal (B),0.49179075998936633,C,B,False
Casper Pedersen (V),Lars Berg Andersen (I),0.4913233885468248,V,I,False
Eva Bechmann (Æ),Kristoffer Appel (A),0.49122912395109725,Æ,A,False
Frederik Tuxen Bjerrum (I),Palle Bisgaard (Ø),0.49078715579622756,I,Ø,False
Asbjørn Dalgaard (A),Jimmy Streit (C),0.4907657240063671,A,C,False
Carina Høedt (C),Per Odin Thiim Thim (E),0.4906310522829854,C,E,False
Per Odin Thiim Thim (E),Rosa Agersnap Bone (Ø),0.490406460657284,E,Ø,False
Malene Sandfeld (V),Rami Zouzou (C),0.4897655372849365,V,C,False
Anders Storgaard (C),Mads Freund (M),0.4897261205547838,C,M,False
Claus Wagenblast-Franck (C),Thomas Frank (A),0.489648557948725,C,A,False
Eva Bechmann (Æ),Jimmy Streit (C),0.4892105508646163,Æ,C,False
Helle Sjelle (M),Lone Loklindt (B),0.4891857865898089,M,B,False
Else Guldager (Ø),Rie Jakobsen (C),0.48903187300494033,Ø,C,False
Asbjørn Dalgaard (A),Joachim Høyrup (V),0.48900180580733443,A,V,False
Julius Lundsteen (F),Mads Simonsen (A),0.48876219880228183,F,A,False
Lone Loklindt (B),Malene Sandfeld (V),0.48862860746758857,B,V,False
Britt Dam (A),Helle Sjelle (M),0.4883755353657483,A,M,False
Kurt Pii (M),Rikke Alice Bille (B),0.4880403751969975,M,B,False
Casper Pedersen (V),Joachim Høyrup (V),0.48791994866479504,V,V,True
Bianca Vitting (Ø),Per Odin Thiim Thim (E),0.48776089642489506,Ø,E,False
Bianca Vitting (Ø),Jacob Rosenberg (C),0.48771914281864254,Ø,C,False
Kurt Pii (M),Lars Berg Andersen (I),0.4873570422936688,M,I,False
Michella Lescher (F),Vibeke Westh (A),0.48724810031077104,F,A,False
August Gade (F),Ebbe Wendt Lorenzen (A),0.48710142695101555,F,A,False
August Gade (F),Helle Sjelle (M),0.4867546222686381,F,M,False
Casper Pedersen (V),Isabel Havndrup Aackmann (B),0.4865517300339888,V,B,False
Kristoffer Appel (A),Vibeke Westh (A),0.48620402702845494,A,A,True
Carina Høedt (C),Eva Bechmann (Æ),0.48615081853909264,C,Æ,False
Else Guldager (Ø),Tim Tue Wodskou (Å),0.48611122706289517,Ø,Å,False
August Gade (F),Malte Mathies Løcke (A),0.4858390755830697,F,A,False
Frederik Tuxen Bjerrum (I),Thomas Jean Nielsen (M),0.48544707306808477,I,M,False
Jacob Rosenberg (C),Kristoffer Appel (A),0.48504613305405664,C,A,False
Elias Lederhaas (C),Thomas Frank (A),0.48467782496116435,C,A,False
Joachim Høyrup (V),Mette Bram (Å),0.48458131248764386,V,Å,False
Michella Lescher (F),Palle Bisgaard (Ø),0.4845684402885149,F,Ø,False
Britt Dam (A),Vibeke Westh (A),0.4840447720121097,A,A,True
Helle Sjelle (M),Malou Ananiassen (C),0.48371315826778855,M,C,False
Rie Jakobsen (C),Tim Tue Wodskou (Å),0.48367182044476703,C,Å,False
Jimmy Streit (C),Kristoffer Appel (A),0.4832690989287896,C,A,False
Asbjørn Dalgaard (A),Vibeke Westh (A),0.48299811269479526,A,A,True
Kurt Pii (M),Tim Tue Wodskou (Å),0.482754746729299,M,Å,False
Daniel Panduro (Ø),Tone Høybye (Ø),0.48268265393744036,Ø,Ø,True
Else Guldager (Ø),Tomas Munch Nielsen (F),0.4822782279332271,Ø,F,False
Daniel Panduro (Ø),Rosa Agersnap Bone (Ø),0.4821694694724596,Ø,Ø,True
Christina Sylvest-Noer (A),Lone Loklindt (B),0.4820740048945901,A,B,False
Helle Sjelle (M),Mette Bram (Å),0.4819244885950822,M,Å,False
Rami Zouzou (C),Rosa Agersnap Bone (Ø),0.48192194795545396,C,Ø,False
Carina Høedt (C),Casper Pedersen (V),0.4819054314531347,C,V,False
Else Guldager (Ø),Lotte Kofoed (F),0.4818340562922444,Ø,F,False
Bianca Vitting (Ø),Lars Berg Andersen (I),0.4814515865509918,Ø,I,False
Else Guldager (Ø),Helle Sjelle (M),0.4813904637261214,Ø,M,False
Kristoffer Appel (A),Merete Winther Hildebrandt (C),0.4813354744369694,A,C,False
Carina Høedt (C),Elias Lederhaas (C),0.4810296251914552,C,C,True
Lone Loklindt (B),Malte Mathies Løcke (A),0.48096513808233426,B,A,False
Jimmy Streit (C),Lone Loklindt (B),0.48087775467015026,C,B,False
Casper Pedersen (V),Tim Tue Wodskou (Å),0.48067387231392567,V,Å,False
Jacob Rosenberg (C),Lotte Kofoed (F),0.4806465833979246,C,F,False
Merete Winther Hildebrandt (C),Mette Bram (Å),0.4806249341518027,C,Å,False
Carina Høedt (C),Malene Sandfeld (V),0.48042965041030766,C,V,False
Isabel Havndrup Aackmann (B),Palle Bisgaard (Ø),0.4803042460081639,B,Ø,False
Bianca Vitting (Ø),Else Guldager (Ø),0.48028548873715976,Ø,Ø,True
Kristoffer Appel (A),Malte Mathies Løcke (A),0.48013587410577846,A,A,True
Freja Fokdal (B),Tone Høybye (Ø),0.48002324077771197,B,Ø,False
Freja Fokdal (B),Palle Bisgaard (Ø),0.4798692610288762,B,Ø,False
Cecilie Fisker (M),Lars Berg Andersen (I),0.47921011204223024,M,I,False
Fasael Rehman (C),Lars Berg Andersen (I),0.47916581867534763,C,I,False
Joachim Høyrup (V),Palle Bisgaard (Ø),0.47910563363836556,V,Ø,False
Lars Berg Andersen (I),Malene Sandfeld (V),0.47873570439403457,I,V,False
Ebbe Wendt Lorenzen (A),Jimmy Streit (C),0.4785931562033349,A,C,False
Lars Berg Andersen (I),Michella Lescher (F),0.47847217498404043,I,F,False
Cecilie Fisker (M),Merete Winther Hildebrandt (C),0.47844764250968114,M,C,False
David Michael Gerschwald (O),Joachim Høyrup (V),0.47816838833382974,O,V,False
Cecilie Fisker (M),Per Odin Thiim Thim (E),0.47810403061826573,M,E,False
Christina Sylvest-Noer (A),Kristoffer Appel (A),0.47779485927217874,A,A,True
Lars Berg Andersen (I),Susanne Nørlund Munk (A),0.4775295237306688,I,A,False
Lotte Kofoed (F),Rie Jakobsen (C),0.47739795669542723,F,C,False
Palle Bisgaard (Ø),Rosa Agersnap Bone (Ø),0.4773477888075837,Ø,Ø,True
Fasael Rehman (C),Palle Bisgaard (Ø),0.47726950423322373,C,Ø,False
Mette Bram (Å),Tim Tue Wodskou (Å),0.4772039139629317,Å,Å,True
Elias Lederhaas (C),Mads Freund (M),0.47719638133133097,C,M,False
Cecilie Fisker (M),Jimmy Streit (C),0.47710069611485056,M,C,False
Daniel Panduro (Ø),Freja Fokdal (B),0.47695216845200583,Ø,B,False
Per Odin Thiim Thim (E),Tim Tue Wodskou (Å),0.4766859002625886,E,Å,False
Caspar Stefani (C),Rami Zouzou (C),0.4766068080083858,C,C,True
Joachim Høyrup (V),Rie Jakobsen (C),0.4765593051758841,V,C,False
Jacob Rosenberg (C),Malene Sandfeld (V),0.4762403289692049,C,V,False
Elias Lederhaas (C),Rosa Agersnap Bone (Ø),0.4758886183781891,C,Ø,False
Malene Sandfeld (V),Vibeke Westh (A),0.47586636272534266,V,A,False
Asbjørn Dalgaard (A),Lotte Kofoed (F),0.4752690899713473,A,F,False
Malene Sandfeld (V),Merete Winther Hildebrandt (C),0.4751478784057535,V,C,False
Eva Bechmann (Æ),Fasael Rehman (C),0.4751117745525417,Æ,C,False
Casper Pedersen (V),Vibeke Westh (A),0.4751049768249927,V,A,False
Eva Bechmann (Æ),Merete Winther Hildebrandt (C),0.4750946994867856,Æ,C,False
Asbjørn Dalgaard (A),Merete Winther Hildebrandt (C),0.47507578040050674,A,C,False
Britt Dam (A),Frederik Tuxen Bjerrum (I),0.4749306668518473,A,I,False
Cecilie Fisker (M),Malou Ananiassen (C),0.4748104965522914,M,C,False
Else Guldager (Ø),Jimmy Streit (C),0.4746646058007788,Ø,C,False
Bianca Vitting (Ø),Lone Loklindt (B),0.47463131299633415,Ø,B,False
Lone Loklindt (B),Mette Bram (Å),0.4742829466329459,B,Å,False
Malene Sandfeld (V),Palle Bisgaard (Ø),0.4742058657636307,V,Ø,False
Isabel Havndrup Aackmann (B),Malou Ananiassen (C),0.4741309825401474,B,C,False
Cecilie Fisker (M),Jacob Rosenberg (C),0.4739887687461831,M,C,False
Ebbe Wendt Lorenzen (A),Joachim Høyrup (V),0.4738087638858734,A,V,False
Jan E. Jørgensen (V),Malene Sandfeld (V),0.4734166729730895,V,V,True
Cecilie Fisker (M),Palle Bisgaard (Ø),0.4733680482015877,M,Ø,False
Søren Brønchenburg (C),Tim Tue Wodskou (Å),0.4729230132228297,C,Å,False
Jimmy Streit (C),Per Odin Thiim Thim (E),0.4728519547896401,C,E,False
Malte Mathies Løcke (A),Merete Winther Hildebrandt (C),0.47267740375728934,A,C,False
Preben Boldt (V),Tim Tue Wodskou (Å),0.4722016668639374,V,Å,False
Merete Winther Hildebrandt (C),Tomas Munch Nielsen (F),0.47178072780092417,C,F,False
Claus Wagenblast-Franck (C),Mads Freund (M),0.47147751171050595,C,M,False
Birgit Bech (Ø),Jimmy Streit (C),0.471457896185426,Ø,C,False
Malene Sandfeld (V),Michella Lescher (F),0.4708255938558304,V,F,False
Casper Pedersen (V),Rosa Agersnap Bone (Ø),0.47069683639827914,V,Ø,False
Anders Storgaard (C),Thomas Frank (A),0.470252436852467,C,A,False
Fasael Rehman (C),Tone Høybye (Ø),0.47008023147135053,C,Ø,False
Ebbe Wendt Lorenzen (A),Mette Bram (Å),0.4700731532160916,A,Å,False
Kurt Pii (M),Vibeke Westh (A),0.47001883838520914,M,A,False
Christina Sylvest-Noer (A),Mette Bram (Å),0.4696340993336223,A,Å,False
Kristoffer Appel (A),Rie Jakobsen (C),0.46939887690655285,A,C,False
Rami Zouzou (C),Rie Jakobsen (C),0.46914403604788973,C,C,True
Caspar Stefani (C),Rosa Agersnap Bone (Ø),0.46890901816469377,C,Ø,False
Jacob Rosenberg (C),Palle Bisgaard (Ø),0.4685612872440728,C,Ø,False
Fasael Rehman (C),Freja Fokdal (B),0.4684753380807458,C,B,False
Isabel Havndrup Aackmann (B),Kurt Pii (M),0.46819147447770076,B,M,False
Bianca Vitting (Ø),Fasael Rehman (C),0.468107903257399,Ø,C,False
Rami Zouzou (C),Tim Tue Wodskou (Å),0.4679454680876458,C,Å,False
Else Guldager (Ø),Gabriel Egholm Rasmussen (Ø),0.4674380236923783,Ø,Ø,True
Freja Fokdal (B),Helle Sjelle (M),0.46743797001005755,B,M,False
Christina Sylvest-Noer (A),Rie Jakobsen (C),0.4673932411113817,A,C,False
Per Odin Thiim Thim (E),Tone Høybye (Ø),0.4672256066808551,E,Ø,False
Mette Bram (Å),Vibeke Westh (A),0.4672120826227182,Å,A,False
Fasael Rehman (C),Kurt Pii (M),0.4671624668599153,C,M,False
Caspar Stefani (C),Frederik Tuxen Bjerrum (I),0.4663787551904942,C,I,False
Daniel Panduro (Ø),Frederik Tuxen Bjerrum (I),0.46604908454057037,Ø,I,False
Freja Fokdal (B),Per Odin Thiim Thim (E),0.46595665782061696,B,E,False
David Michael Gerschwald (O),Matthew Dawids (O),0.46594343367377455,O,O,True
Eva Bechmann (Æ),Mette Bram (Å),0.4658668987883259,Æ,Å,False
Mette Bram (Å),Michella Lescher (F),0.4656428290902804,Å,F,False
Casper Pedersen (V),Freja Fokdal (B),0.46562495904682594,V,B,False
Daniel Panduro (Ø),Rami Zouzou (C),0.46526456456680815,Ø,C,False
Casper Pedersen (V),Kristoffer Appel (A),0.4651113770670933,V,A,False
Daniel Panduro (Ø),Mette Bram (Å),0.46490346273320104,Ø,Å,False
Eva Bechmann (Æ),Tone Høybye (Ø),0.46479545560706764,Æ,Ø,False
Helle Sjelle (M),Preben Boldt (V),0.46417738060883695,M,V,False
Frederik Tuxen Bjerrum (I),Rikke Alice Bille (B),0.46405342073599604,I,B,False
Casper Pedersen (V),Christina Sylvest-Noer (A),0.46389085440920697,V,A,False
Christina Sylvest-Noer (A),Eva Bechmann (Æ),0.46383870012465633,A,Æ,False
Cecilie Fisker (M),Elias Lederhaas (C),0.463802178819912,M,C,False
Malene Sandfeld (V),Mette Bram (Å),0.4637434332620098,V,Å,False
Christina Sylvest-Noer (A),Palle Bisgaard (Ø),0.4636444109025666,A,Ø,False
Susanne Nørlund Munk (A),Thomas Jean Nielsen (M),0.4635782702641287,A,M,False
Isabel Havndrup Aackmann (B),Per Odin Thiim Thim (E),0.4630498819197281,B,E,False
Carina Høedt (C),Rami Zouzou (C),0.4623805704624554,C,C,True
Lars Berg Andersen (I),Malte Mathies Løcke (A),0.46231322972460953,I,A,False
Fasael Rehman (C),Kristoffer Appel (A),0.4623007741515189,C,A,False
Lars Berg Andersen (I),Mette Bram (Å),0.462291939576639,I,Å,False
Joachim Høyrup (V),Vibeke Westh (A),0.4620967664459246,V,A,False
Joachim Høyrup (V),Kurt Pii (M),0.4616419969266015,V,M,False
Caspar Stefani (C),Isabel Havndrup Aackmann (B),0.4616387982625557,C,B,False
Rie Jakobsen (C),Rosa Agersnap Bone (Ø),0.4615440997537564,C,Ø,False
Asbjørn Dalgaard (A),Jacob Rosenberg (C),0.46124456364920907,A,C,False
Lone Loklindt (B),Per Odin Thiim Thim (E),0.4611712199775909,B,E,False
Casper Pedersen (V),Tone Høybye (Ø),0.4609641824880291,V,Ø,False
Britt Dam (A),Kristoffer Appel (A),0.4602946341292635,A,A,True
Lotte Kofoed (F),Rami Zouzou (C),0.46015590725579725,F,C,False
Isabel Havndrup Aackmann (B),Rami Zouzou (C),0.4601137898277607,B,C,False
Eva Bechmann (Æ),Rami Zouzou (C),0.45946126508187535,Æ,C,False
Christina Sylvest-Noer (A),Jacob Rosenberg (C),0.45946125049321473,A,C,False
Ebbe Wendt Lorenzen (A),Jacob Rosenberg (C),0.4594499423033025,A,C,False
Else Guldager (Ø),Malene Sandfeld (V),0.45921829594926716,Ø,V,False
Eva Bechmann (Æ),Lars Berg Andersen (I),0.4590478295275416,Æ,I,False
Else Guldager (Ø),Kurt Pii (M),0.45903351981275947,Ø,M,False
Malou Ananiassen (C),Rosa Agersnap Bone (Ø),0.45896342075664615,C,Ø,False
Helle Sjelle (M),Jacob Rosenberg (C),0.45893802266581685,M,C,False
Fasael Rehman (C),Merete Winther Hildebrandt (C),0.45874388454952425,C,C,True
Kurt Pii (M),Rami Zouzou (C),0.45863032009224164,M,C,False
August Gade (F),Rie Jakobsen (C),0.4586070049945872,F,C,False
Lars Berg Andersen (I),Vibeke Westh (A),0.4583551897611471,I,A,False
Caspar Stefani (C),Preben Boldt (V),0.4581921787082286,C,V,False
Carina Høedt (C),Christina Sylvest-Noer (A),0.45808931827299215,C,A,False
Casper Pedersen (V),Michella Lescher (F),0.45805598826953764,V,F,False
Christina Sylvest-Noer (A),Merete Winther Hildebrandt (C),0.4575948835660407,A,C,False
August Gade (F),Else Guldager (Ø),0.457549570392557,F,Ø,False
Jacob Rosenberg (C),Tomas Munch Nielsen (F),0.4575217832748911,C,F,False
Mia Michelle Haugaard (Ø),Susanne Nørlund Munk (A),0.45742803544740124,Ø,A,False
Mia Michelle Haugaard (Ø),Vibeke Westh (A),0.45728327757031384,Ø,A,False
Daniel Panduro (Ø),Lotte Kofoed (F),0.4571596836449862,Ø,F,False
Carina Høedt (C),Helle Sjelle (M),0.4571163620498703,C,M,False
Gabriel Egholm Rasmussen (Ø),Tone Høybye (Ø),0.4570976996118548,Ø,Ø,True
Casper Pedersen (V),Jimmy Streit (C),0.45686748746626427,V,C,False
Bianca Vitting (Ø),Frederik Tuxen Bjerrum (I),0.45684757234071655,Ø,I,False
Caspar Stefani (C),Jacob Rosenberg (C),0.45680627528394935,C,C,True
Christina Sylvest-Noer (A),Else Guldager (Ø),0.4560450516739548,A,Ø,False
Kurt Pii (M),Rosa Agersnap Bone (Ø),0.4559629419928981,M,Ø,False
Palle Bisgaard (Ø),Tone Høybye (Ø),0.45529114608427634,Ø,Ø,True
Fasael Rehman (C),Lone Loklindt (B),0.45521572128852444,C,B,False
Merete Winther Hildebrandt (C),Susanne Nørlund Munk (A),0.455202624302092,C,A,False
Malte Mathies Løcke (A),Per Odin Thiim Thim (E),0.4551765245154692,A,E,False
Jacob Rosenberg (C),Lone Loklindt (B),0.4550396714271089,C,B,False
Lone Loklindt (B),Vibeke Westh (A),0.45497953172783956,B,A,False
August Gade (F),Rami Zouzou (C),0.45407139206112257,F,C,False
Daniel Panduro (Ø),Malte Mathies Løcke (A),0.4537741456005986,Ø,A,False
Pil Yildiz (Ø),Susanne Nørlund Munk (A),0.4537339703002592,Ø,A,False
Fasael Rehman (C),Michella Lescher (F),0.4535397190889485,C,F,False
Kurt Pii (M),Pil Yildiz (Ø),0.45346886333805436,M,Ø,False
